,sigma_random_los,Re,halo_id,zeta,xi,triaxiality,zeta_new,xi_new
430,259.6262142728111,25.29034813006547,140721,0.8709304049814725,0.8647313008908907,0.9573439697036034,0.8678308529361816,0.8678308529361816
440,158.782377553811,4.460738325977319,143885,0.6958702152490508,0.6257873700187115,0.8477530884947964,0.6608287926338812,0.6608287926338812
445,233.13698931857914,23.455999878184365,146176,0.7030874854778434,0.6819187973658899,0.945197211283427,0.6925031414218666,0.6925031414218666
446,196.9490507422784,20.63540629910343,146177,0.6523581221107327,0.5438313557784167,0.8156634081344762,0.5980947389445748,0.5980947389445748
461,239.7927752353385,23.107601788266493,152031,0.7978490669207714,0.6829808085091487,0.6811837226234333,0.74041493771496,0.74041493771496
462,192.8314215589412,11.295240401044284,152032,0.6431306281012664,0.6117664256980949,0.9371005059114069,0.6274485268996807,0.6274485268996807
469,320.46769730578313,17.748502371966357,154493,0.740261670168136,0.6304085645892087,0.7501226024632874,0.6853351173786724,0.6853351173786724
471,295.40948553228,18.060542291577622,156809,0.9316149737077325,0.8745785258782217,0.5618314457214758,0.9030967497929772,0.9030967497929772
484,176.54335049808003,8.49656371279774,161163,0.7558439052041531,0.5461888363504045,0.6109642038424236,0.6510163707772788,0.6510163707772788
493,337.78922877629014,17.64049863173116,163675,0.6803301830597367,0.543940508326472,0.7628588696439067,0.6121353456931043,0.6121353456931043
500,267.17462995179943,39.35908127791963,168390,0.6285067858657629,0.5395749891772978,0.8534551501896,0.5840408875215304,0.5840408875215304
506,238.0209082114958,17.93783389336243,170540,0.7587214692257076,0.6344146953723047,0.7101739800090595,0.6965680822990061,0.6965680822990061
507,190.12422782872073,12.261505115355769,170541,0.7161948573109205,0.46645869421051767,0.6225137879999777,0.591326775760719,0.591326775760719
511,228.99154879210138,15.515886507803721,172649,0.6967382530534889,0.6473125387967041,0.8856588354443494,0.6720253959250966,0.6720253959250966
513,199.16205044207175,6.090359487779416,175239,0.744618421255015,0.5481467165666593,0.6369135124323402,0.6463825689108371,0.6463825689108371
514,166.0214856349078,11.35365204024468,175240,0.6933224560881274,0.6519501051350723,0.9031985079296849,0.6726362806115999,0.6726362806115999
532,169.90312503687613,9.676892758974102,181984,0.7194139946822019,0.5434444086806146,0.6846392693678011,0.6314292016814083,0.6314292016814083
565,206.8662611090623,15.078091773686593,197108,0.7234830699022042,0.4730125833955149,0.613934509819754,0.5982478266488596,0.5982478266488596
566,188.5341149774858,13.667944975332025,197109,0.6780382853232836,0.49682150525017643,0.7173217695154771,0.5874298952867301,0.5874298952867301
579,223.81908114183847,19.90736816520364,202634,0.7033946685862886,0.6023386798419003,0.7929148841542282,0.6528666742140945,0.6528666742140945
584,223.63277259241508,20.798867735713053,204234,0.6750684356142584,0.4815755300793365,0.7086228750477146,0.5783219828467975,0.5783219828467975
594,200.49372200605634,11.973863870599267,208782,0.7055748578721399,0.44465497952661304,0.6259197535861235,0.5751149186993765,0.5751149186993765
595,151.47907755774557,6.611256176669414,208783,0.6356991376901294,0.366014279112115,0.68806411491771,0.5008567084011222,0.5008567084011222
599,236.72184138111072,12.611428582175646,210764,0.621313177509114,0.6090501716783554,0.9760150008389089,0.6151816745937346,0.6151816745937346
600,152.26995962862208,6.395091730599332,210766,0.6811587477143539,0.6551476210083288,0.9391030919734422,0.6681531843613413,0.6681531843613413
604,208.67890682084823,20.202670111256378,212836,0.7654409321666462,0.6857976323287407,0.7817907465663334,0.7256192822476935,0.7256192822476935
609,287.05653132202923,15.457568505775345,216016,0.6978724826888231,0.5669791961747412,0.7560027220871997,0.6324258394317821,0.6324258394317821
614,224.3939343801313,22.827122846255516,219032,0.616915477039009,0.5620270501975263,0.9054116654251525,0.5894712636182676,0.5894712636182676
626,241.4015563018408,22.10955481113488,225155,0.7857987705568278,0.6289592007569696,0.6328817975793145,0.7073789856568987,0.7073789856568987
636,193.93727651622336,10.341090652450042,228681,0.6016559849615114,0.49459804744941377,0.8446294331307271,0.5481270162054626,0.5481270162054626
647,205.80599191701845,19.917852365723146,234514,0.8437982337836748,0.6854231653868619,0.5432048488643783,0.7646106995852684,0.7646106995852684
653,192.43216870580622,18.30011597032207,236756,0.6703336179074106,0.47358349641794784,0.7098615266535173,0.5719585571626793,0.5719585571626793
664,193.75371074138027,16.12730967106338,239993,0.6362970427534146,0.5787661999239083,0.8948864781042165,0.6075316213386615,0.6075316213386615
665,248.1312498191019,6.291069805494039,241153,0.7254858431142459,0.4516879095975762,0.5950796029611779,0.588586876355911,0.588586876355911
674,204.6896657536053,10.933116193022267,245134,0.7570183063210787,0.5028741121856628,0.5714271331561853,0.6299462092533707,0.6299462092533707
677,187.11697415479352,13.84213343065121,246232,0.6316455144556717,0.4978520654806806,0.7990816741569375,0.5647487899681762,0.5647487899681762
678,161.38921102003206,6.248680778037111,246233,0.6674556790384776,0.43609127215330074,0.6847199404080909,0.5517734755958892,0.5517734755958892
685,197.2663216680564,21.491054760362466,250390,0.7766133477649575,0.7560828663453693,0.9265371277378346,0.7663481070551634,0.7663481070551634
690,158.0619755730977,8.21048920760043,252996,0.8287239567471457,0.7340349085829951,0.6791446775528204,0.7813794326650705,0.7813794326650705
701,221.78551349058844,14.900755805041634,257302,0.700181263005711,0.49911365397146484,0.6788600364762818,0.5996474584885879,0.5996474584885879
703,167.53101150738252,16.770683590287426,258263,0.7600882187661157,0.6115524129944447,0.6745422367469299,0.6858203158802803,0.6858203158802803
706,191.9309223686331,8.294129896584437,259114,0.7582371884070735,0.5861518030652249,0.6475616822395985,0.6721944957361492,0.6721944957361492
712,158.5102655369713,8.807022288565923,260862,0.7659885006645365,0.45113237946400775,0.5188602811660399,0.6085604400642721,0.6085604400642721
713,176.52496906466234,17.067046745612576,261959,0.6198189949232925,0.5688144636686929,0.9103766976184472,0.5943167292959928,0.5943167292959928
724,177.73284080285694,11.824125910093517,265926,0.6744277040944832,0.5451561545204168,0.7756738391668035,0.60979192930745,0.60979192930745
728,202.52007087461695,20.13497113850673,267323,0.6041852728036953,0.5350759198585352,0.8896815297056929,0.5696305963311152,0.5696305963311152
744,161.2864428239655,11.202258895811743,273141,0.6072122452916687,0.43816941878732607,0.7812962651295126,0.5226908320394974,0.5226908320394974
749,250.71603193863692,12.263769586420857,274790,0.6455912369868293,0.5123436509097129,0.7907915996044741,0.578967443948271,0.578967443948271
760,192.6671424024984,17.738613361146484,280454,0.6956480000255937,0.650527476038507,0.8946971769908456,0.6730877380320504,0.6730877380320504
766,223.35693033521167,12.454357773510713,285479,0.7102656321872443,0.6750001165385999,0.9102601606287338,0.6926328743629221,0.6926328743629221
768,172.61549667313557,7.881114496504814,286695,0.7202613376692001,0.5981794656559742,0.7493578298302648,0.6592204016625871,0.6592204016625871
777,202.84075425996286,10.615923637622524,290643,0.6897622604460383,0.6664028460478449,0.9430134741029277,0.6780825532469417,0.6780825532469417
792,200.36640745946704,8.990713943913565,295077,0.6813789346263135,0.5540983008186812,0.7730765049097711,0.6177386177224973,0.6177386177224973
793,214.67083732967438,7.193252564493693,295674,0.8149373649646436,0.5893159410728928,0.5145911326950798,0.7021266530187682,0.7021266530187682
795,231.26004652403824,12.05140900281979,297712,0.6033747490020067,0.5320255878620469,0.8870074619737168,0.5677001684320269,0.5677001684320269
818,168.3344016851044,12.492345535400052,305653,0.6640912898814462,0.46357725282526135,0.7119927571564483,0.5638342713533537,0.5638342713533537
819,164.2084508696391,5.7461971247286865,305654,0.7466713601354347,0.5864762403119935,0.6744681570427098,0.666573800223714,0.666573800223714
822,200.22208257898853,11.73735566590154,306945,0.755029352257624,0.4907315687342478,0.5663073920771885,0.6228804604959359,0.6228804604959359
836,192.81927510632661,4.055372638386688,310985,0.7725443216854917,0.4708375814914293,0.51801242382336,0.6216909515884605,0.6216909515884605
841,193.02991566908779,2.0374279867619847,312412,0.6939909242936771,0.29975894911490686,0.5695541265675396,0.496874936704292,0.496874936704292
845,155.82760574103983,9.926591213127626,313403,0.6554531380895574,0.3723720008441232,0.6622028286099538,0.5139125694668403,0.5139125694668403
848,156.60025176014395,9.464914892892008,315519,0.6723494942355219,0.5546615798448463,0.7914288101170776,0.6135055370401841,0.6135055370401841
852,170.6715918253927,6.817069720900741,317311,0.6828330461336171,0.5929330789377714,0.8231246727814654,0.6378830625356942,0.6378830625356942
860,212.79518823459264,2.39463866916911,321204,0.633318913112241,0.22640115056645152,0.6312641652358831,0.42986003183934623,0.42986003183934623
863,179.314541157213,13.16931772701371,322160,0.657119900375903,0.5320904666543583,0.7925924092354417,0.5946051835151307,0.5946051835151307
867,156.3171265489653,7.888427292435342,322979,0.6557570020340383,0.4035823514834945,0.6808843164160007,0.5296696767587664,0.5296696767587664
869,168.1461008085595,12.991745965772772,323455,0.8218561923515432,0.6719159425767365,0.5916777766438306,0.7468860674641398,0.7468860674641398
872,170.46464275734698,6.889650968076969,324997,0.7395585726507973,0.5813991122421415,0.6843960393486128,0.6604788424464694,0.6604788424464694
880,163.98431414564962,13.935015398656697,327112,0.6259052527476144,0.4804067109172183,0.7907373737570845,0.5531559818324163,0.5531559818324163
894,172.99558257739648,10.496027145454619,331293,0.6573946457705995,0.46114668122419955,0.7211999689856176,0.5592706634973995,0.5592706634973995
900,174.18736806247975,12.451339472098446,333258,0.6897906539691114,0.6235126375466823,0.8575939439851619,0.6566516457578968,0.6566516457578968
906,176.88005342157336,13.84518326280542,335927,0.7857352733330658,0.639896933049481,0.6479244736372148,0.7128161031912734,0.7128161031912734
907,164.45467968290944,5.9158258968379895,336516,0.8084354690385428,0.5851814048836183,0.5268426571088575,0.6968084369610805,0.6968084369610805
913,154.0399826904213,15.047727886939196,338458,0.6201403551838398,0.4332489576928477,0.7576381508896615,0.5266946564383438,0.5266946564383438
925,154.53725037711996,10.006904752445969,342047,0.7388280831441164,0.44520491985016847,0.5663971895708118,0.5920165014971425,0.5920165014971425
946,188.47059899090706,9.423782370940918,348894,0.6834679175733342,0.42186434980220017,0.6482382647090152,0.5526661336877672,0.5526661336877672
965,150.9360033954956,8.080648278713916,354727,0.778545963033062,0.7364430334491223,0.8606243988045608,0.7574944982410922,0.7574944982410922
974,167.085651514675,8.303265066130082,357235,0.6290325822388371,0.50757240156081,0.8140385537300255,0.5683024918998235,0.5683024918998235
975,166.59542725254158,8.798116651056464,357765,0.6719341282702208,0.4058951574651853,0.6566957251184653,0.5389146428677031,0.5389146428677031
978,203.3712666950757,6.879174130343492,358273,0.7521988201296608,0.5412986286219404,0.6141435893678323,0.6467487243758006,0.6467487243758006
980,167.47768389891917,4.460874150344996,359086,0.6520487751166327,0.54143356834409,0.813231443871172,0.5967411717303613,0.5967411717303613
982,157.49926616899202,4.705378550808654,359811,0.60959511272391,0.42121218464011617,0.7639300405961997,0.515403648682013,0.515403648682013
983,157.67520323982953,7.3176330191780385,360294,0.6493614674304309,0.5711509229429457,0.8583276436263494,0.6102561951866883,0.6102561951866883
992,164.37894829900594,11.072422150079543,363104,0.7821722711167064,0.5559262834919205,0.5618478964430149,0.6690492773043135,0.6690492773043135
997,159.98991015337924,7.261159234158438,364807,0.7860338184765507,0.5366121258711463,0.5366929533899383,0.6613229721738485,0.6613229721738485
998,185.24922852499728,7.192336393017017,365010,0.7213670342841441,0.668801116756141,0.8677857887631624,0.6950840755201425,0.6950840755201425
1007,168.911216050585,5.677250509659889,368697,0.6083917261143149,0.45961839944318705,0.798553112421082,0.5340050627787509,0.5340050627787509
1020,171.48803212633848,5.2975938202860435,371859,0.7326288178938402,0.5359684132331948,0.6499654938786128,0.6342986155635175,0.6342986155635175
1037,165.10473076326647,8.340680613197668,377398,0.6888938593308823,0.6505729180367059,0.9110026985974229,0.6697333886837942,0.6697333886837942
1049,153.15991782407497,8.289450350834656,379732,0.66607204406218,0.4130406525557324,0.6707858249233601,0.5395563483089563,0.5395563483089563
1071,154.63018365553066,8.987826610617725,384355,0.6107659077249741,0.46629073071429156,0.8011585404220621,0.5385283192196328,0.5385283192196328
1089,158.3645163647324,5.173443376994207,387726,0.728737466301487,0.45495164045819864,0.5913372849122385,0.5918445533798428,0.5918445533798428
1107,153.47099070966098,7.17361847425863,392097,0.627842541687204,0.47573614209135756,0.7830337628203137,0.5517893418892807,0.5517893418892807
1115,155.96168258594344,10.360227928781807,393888,0.6836535521608602,0.5683438770201747,0.7867495347773859,0.6259987145905175,0.6259987145905175
1116,154.9246761463181,6.252025308155443,394069,0.6157927870768688,0.4766468777776688,0.8033035903785414,0.5462198324272688,0.5462198324272688
1118,159.59505690255668,7.175082916687253,394600,0.6801337223409534,0.4012005405386521,0.6405169239719899,0.5406671314398027,0.5406671314398027
1135,155.7114107705298,7.855070935075608,398282,0.8482395189481031,0.677320380610945,0.5182381574609853,0.762779949779524,0.762779949779524
1142,151.88329423350396,7.511634250548957,399844,0.7628501840506933,0.5550531480912587,0.6042057056140959,0.658951666070976,0.658951666070976
1146,174.9836920036759,5.269443954779097,400426,0.6038847953506562,0.5252165954309639,0.8773393949169829,0.56455069539081,0.56455069539081
1154,151.45610951917382,4.141343568394729,401859,0.6900112302483997,0.4140255474913375,0.632265686701895,0.5520183888698686,0.5520183888698686
1186,156.61766127879767,6.343516290753284,407204,0.7392044398923294,0.46231420132058154,0.5768747965183788,0.6007593206064554,0.6007593206064554
1192,159.49351872039887,4.744824892136612,408497,0.78494395379389,0.7326227174373696,0.8286053472869179,0.7587833356156298,0.7587833356156298
1215,154.51188670613496,8.924364289127082,414050,0.6744756993035284,0.43144910976260814,0.6697566080302824,0.5529624045330682,0.5529624045330682
1276,166.60752238909367,7.577975339040907,424803,0.6151958827692922,0.3971747559590433,0.7379428822644306,0.5061853193641677,0.5061853193641677
1524,158.67715221971002,4.084040939151919,467700,0.6336901450850785,0.33090247867210093,0.672020678957474,0.4822963118785897,0.4822963118785897
2048,151.8842940124029,4.356954900106795,60743,0.6040443579435648,0.46814269879198506,0.8133912843368284,0.5360935283677749,0.5360935283677749
